              Procedure           Image            Address        Calls Instructions
 RtlUnicodeToMultiByteN C:\Windows\system32\ntdll.dll           774ea454          244        44882
RtlDeleteBoundaryDescriptor C:\Windows\system32\ntdll.dll           774ea401         3674        77539
RtlDetermineDosPathNameType_U C:\Windows\system32\ntdll.dll           774e9fd1         1932      4311264
 RtlReleaseRelativeName C:\Windows\system32\ntdll.dll           774e9fb1         1218        15834
 RtlInitUnicodeStringEx C:\Windows\system32\ntdll.dll           774e9b9f        33318      7849006
RtlConsoleMultiByteToUnicodeN C:\Windows\system32\ntdll.dll           774e97a4            0      1464710
      AlpcGetHeaderSize C:\Windows\system32\ntdll.dll           774e96e1           32         3166
AlpcGetMessageAttribute C:\Windows\system32\ntdll.dll           774e96aa           16          336
   CsrFreeCaptureBuffer C:\Windows\system32\ntdll.dll           774e9663           24          216
CsrAllocateMessagePointer C:\Windows\system32\ntdll.dll           774e961d           96         2200
CsrAllocateCaptureBuffer C:\Windows\system32\ntdll.dll           774e958a           24         1344
    CsrClientCallServer C:\Windows\system32\ntdll.dll           774e94a9          377        40126
    RtlInitAnsiStringEx C:\Windows\system32\ntdll.dll           774e9441          951       150048
  RtlEqualUnicodeString C:\Windows\system32\ntdll.dll           774e93da        23731      2346762
      RtlFreeAnsiString C:\Windows\system32\ntdll.dll           774e9390         6969       138357
RtlAnsiStringToUnicodeString C:\Windows\system32\ntdll.dll           774e919d         1578        75970
 RtlMultiByteToUnicodeN C:\Windows\system32\ntdll.dll           774e9103        26047       416752
RtlTryEnterCriticalSection C:\Windows\system32\ntdll.dll           774e80e3        36521     17242668
RtlLookupElementGenericTableFull C:\Windows\system32\ntdll.dll           774e7f71            0          918
               RtlSplay C:\Windows\system32\ntdll.dll           774e7ef9            8         1243
RtlEnumerateGenericTableWithoutSplaying C:\Windows\system32\ntdll.dll           774e7ba5            0      1877001
RtlInterlockedFlushSList C:\Windows\system32\ntdll.dll           774e7b37           38       762070
RtlInterlockedPushEntrySList C:\Windows\system32\ntdll.dll           774e7b1e         2106        16848
RtlNtStatusToDosErrorNoTeb C:\Windows\system32\ntdll.dll           774e5c41        19095      6763212
  RtlNtStatusToDosError C:\Windows\system32\ntdll.dll           774e5c02        19095       267325
RtlRestoreLastWin32Error C:\Windows\system32\ntdll.dll           774e5bd0        20990       335832
        RtlAllocateHeap C:\Windows\system32\ntdll.dll           774e58a6       138081     26033911
            RtlFreeHeap C:\Windows\system32\ntdll.dll           774e5809       172333      6140199
RtlDeactivateActivationContextUnsafeFast C:\Windows\system32\ntdll.dll           774da0f1        41453     10745583
RtlActivateActivationContextUnsafeFast C:\Windows\system32\ntdll.dll           774da085        41453      1439909
                 strchr C:\Windows\system32\ntdll.dll           774d9fc0         1439        90587
          _alloca_probe C:\Windows\system32\ntdll.dll           774d9d18         1794        29299
    KiFastSystemCallRet C:\Windows\system32\ntdll.dll           774d9a94       184143       184143
       KiFastSystemCall C:\Windows\system32\ntdll.dll           774d9a90       184194       368403
     RtlUserThreadStart C:\Windows\system32\ntdll.dll           774d9a78           25           75
KiUserCallbackDispatcher C:\Windows\system32\ntdll.dll           774d99a0        18433       202763
         ZwMapCMFModule C:\Windows\system32\ntdll.dll           774d9458            2            8
    NtQueryLicenseValue C:\Windows\system32\ntdll.dll           774d9448            7           28
       ZwCreateThreadEx C:\Windows\system32\ntdll.dll           774d9428           11           44
NtShutdownWorkerFactory C:\Windows\system32\ntdll.dll           774d9418            3           12
NtWorkerFactoryWorkerReady C:\Windows\system32\ntdll.dll           774d9408           13           52
ZwWaitForWorkViaWorkerFactory C:\Windows\system32\ntdll.dll           774d93d8           41          164
NtReleaseWorkerFactoryWorker C:\Windows\system32\ntdll.dll           774d93c8           28          112
  NtCreateWorkerFactory C:\Windows\system32\ntdll.dll           774d93b8            3           12
       ZwYieldExecution C:\Windows\system32\ntdll.dll           774d92b8            2            8
            ZwWriteFile C:\Windows\system32\ntdll.dll           774d9278            7           28
  ZwWaitForSingleObject C:\Windows\system32\ntdll.dll           774d9248          521         2084
ZwWaitForMultipleObjects C:\Windows\system32\ntdll.dll           774d9238          697         2788
   NtUnmapViewOfSection C:\Windows\system32\ntdll.dll           774d9208          331         1324
         ZwTraceControl C:\Windows\system32\ntdll.dll           774d9188           47          188
           ZwTraceEvent C:\Windows\system32\ntdll.dll           774d9178            5           20
            NtTestAlert C:\Windows\system32\ntdll.dll           774d9148           24           96
      NtTerminateThread C:\Windows\system32\ntdll.dll           774d9138           22           66
     ZwTerminateProcess C:\Windows\system32\ntdll.dll           774d9128            1            3
          ZwSetValueKey C:\Windows\system32\ntdll.dll           774d9088          162          648
      NtSetIoCompletion C:\Windows\system32\ntdll.dll           774d8f98            4           16
 NtSetInformationThread C:\Windows\system32\ntdll.dll           774d8f68           22           88
ZwSetInformationProcess C:\Windows\system32\ntdll.dll           774d8f58          213          852
   NtSetInformationFile C:\Windows\system32\ntdll.dll           774d8f18           41          164
             ZwSetEvent C:\Windows\system32\ntdll.dll           774d8ec8          361         1444
         NtResumeThread C:\Windows\system32\ntdll.dll           774d8de8           11           44
 ZwRequestWaitReplyPort C:\Windows\system32\ntdll.dll           774d8d88          392         1568
          ZwRequestPort C:\Windows\system32\ntdll.dll           774d8d78           20           80
   NtRemoveIoCompletion C:\Windows\system32\ntdll.dll           774d8cd8           15           59
     ZwReleaseSemaphore C:\Windows\system32\ntdll.dll           774d8cc8           76          304
        NtReleaseMutant C:\Windows\system32\ntdll.dll           774d8cb8          167          668
    NtReadVirtualMemory C:\Windows\system32\ntdll.dll           774d8c98            5           20
             ZwReadFile C:\Windows\system32\ntdll.dll           774d8c68           64          256
ZwQueryVolumeInformationFile C:\Windows\system32\ntdll.dll           774d8c28          107          428
   ZwQueryVirtualMemory C:\Windows\system32\ntdll.dll           774d8c18         1789         7156
        ZwQueryValueKey C:\Windows\system32\ntdll.dll           774d8c08         8046        32184
 NtQueryTimerResolution C:\Windows\system32\ntdll.dll           774d8bf8            1            4
      ZwQuerySystemTime C:\Windows\system32\ntdll.dll           774d8bd8            1            4
ZwQuerySystemInformation C:\Windows\system32\ntdll.dll           774d8bc8           34          136
ZwQuerySymbolicLinkObject C:\Windows\system32\ntdll.dll           774d8b98          132          528
  ZwQuerySecurityObject C:\Windows\system32\ntdll.dll           774d8b78            2            8
         ZwQuerySection C:\Windows\system32\ntdll.dll           774d8b68           68          272
ZwQueryPerformanceCounter C:\Windows\system32\ntdll.dll           774d8b48           81          324
             ZwQueryKey C:\Windows\system32\ntdll.dll           774d8ae8         6246        24984
ZwQueryInformationToken C:\Windows\system32\ntdll.dll           774d8aa8         2936        11744
ZwQueryInformationThread C:\Windows\system32\ntdll.dll           774d8a98          155          620
NtQueryInformationProcess C:\Windows\system32\ntdll.dll           774d8a88         4568        18272
 NtQueryInformationFile C:\Windows\system32\ntdll.dll           774d8a58          314         1256
 NtQueryInformationAtom C:\Windows\system32\ntdll.dll           774d8a48           37          148
NtQueryFullAttributesFile C:\Windows\system32\ntdll.dll           774d8a38            1            4
           NtQueryEvent C:\Windows\system32\ntdll.dll           774d8a28            1            4
   NtQueryDirectoryFile C:\Windows\system32\ntdll.dll           774d89e8          886         3544
   ZwQueryDefaultLocale C:\Windows\system32\ntdll.dll           774d89c8            8           32
ZwQueryDebugFilterState C:\Windows\system32\ntdll.dll           774d89b8          181          724
  ZwQueryAttributesFile C:\Windows\system32\ntdll.dll           774d8988          658         2632
 NtProtectVirtualMemory C:\Windows\system32\ntdll.dll           774d8968          953         3812
      NtOpenThreadToken C:\Windows\system32\ntdll.dll           774d88e8         2751        11004
NtOpenSymbolicLinkObject C:\Windows\system32\ntdll.dll           774d88c8          132          528
          ZwOpenSection C:\Windows\system32\ntdll.dll           774d8898           53          212
   NtOpenProcessTokenEx C:\Windows\system32\ntdll.dll           774d8888         2544        10176
     ZwOpenProcessToken C:\Windows\system32\ntdll.dll           774d8878          249          996
          ZwOpenProcess C:\Windows\system32\ntdll.dll           774d8868          326         1304
           ZwOpenMutant C:\Windows\system32\ntdll.dll           774d8838            9           36
              ZwOpenKey C:\Windows\system32\ntdll.dll           774d8818        11041        44164
             ZwOpenFile C:\Windows\system32\ntdll.dll           774d87e8          320         1280
            ZwOpenEvent C:\Windows\system32\ntdll.dll           774d87c8            7           28
